img_url,JoystickX
images/08-11-2020-17:17:17/1597180637.389218.jpg,-0.25714111328125
images/08-11-2020-17:17:17/1597180637.3985322.jpg,-0.33245849609375
images/08-11-2020-17:17:17/1597180637.4023738.jpg,-0.356292724609375
images/08-11-2020-17:17:17/1597180637.406223.jpg,-0.38165283203125
images/08-11-2020-17:17:17/1597180637.410201.jpg,-0.36505126953125
images/08-11-2020-17:17:17/1597180637.4140658.jpg,-0.062835693359375
images/08-11-2020-17:17:17/1597180637.417879.jpg,-0.052703857421875
images/08-11-2020-17:17:17/1597180637.421708.jpg,-0.04962158203125
images/08-11-2020-17:17:17/1597180637.425639.jpg,-0.046539306640625
images/08-11-2020-17:17:17/1597180637.4295318.jpg,-0.046539306640625
images/08-11-2020-17:17:17/1597180637.433353.jpg,-0.046539306640625
images/08-11-2020-17:17:17/1597180637.4371252.jpg,-0.04351806640625
images/08-11-2020-17:17:17/1597180637.440908.jpg,-0.040374755859375
images/08-11-2020-17:17:17/1597180637.444554.jpg,-0.040374755859375
images/08-11-2020-17:17:17/1597180637.448239.jpg,-0.03662109375
images/08-11-2020-17:17:17/1597180637.451797.jpg,-0.029815673828125
images/08-11-2020-17:17:17/1597180637.4553459.jpg,-0.02581787109375
images/08-11-2020-17:17:17/1597180637.458911.jpg,-0.021697998046875
images/08-11-2020-17:17:17/1597180637.462444.jpg,-0.018798828125
images/08-11-2020-17:17:17/1597180637.466006.jpg,-0.018798828125
images/08-11-2020-17:17:17/1597180637.469514.jpg,-0.018798828125
images/08-11-2020-17:17:17/1597180637.473014.jpg,-0.018798828125
images/08-11-2020-17:17:17/1597180637.476248.jpg,-0.018798828125
images/08-11-2020-17:17:17/1597180637.4791832.jpg,-0.018798828125
images/08-11-2020-17:17:17/1597180637.482056.jpg,-0.018798828125
images/08-11-2020-17:17:17/1597180637.484948.jpg,-0.025146484375
images/08-11-2020-17:17:17/1597180637.487775.jpg,-0.050567626953125
images/08-11-2020-17:17:17/1597180637.490758.jpg,-0.103485107421875
images/08-11-2020-17:17:17/1597180637.493748.jpg,-0.3719482421875
images/08-11-2020-17:17:17/1597180637.4966002.jpg,-0.465301513671875
images/08-11-2020-17:17:17/1597180637.499443.jpg,-0.493988037109375
images/08-11-2020-17:17:17/1597180637.502283.jpg,-0.52392578125
images/08-11-2020-17:17:17/1597180637.505176.jpg,-0.48553466796875
images/08-11-2020-17:17:17/1597180637.5084002.jpg,-0.19677734375
images/08-11-2020-17:17:17/1597180637.511266.jpg,-0.101043701171875
images/08-11-2020-17:17:17/1597180637.5140932.jpg,-0.0594482421875
images/08-11-2020-17:17:17/1597180637.5171971.jpg,-0.04815673828125
images/08-11-2020-17:17:17/1597180637.5201259.jpg,-0.0360107421875
images/08-11-2020-17:17:17/1597180637.523042.jpg,-0.032867431640625
images/08-11-2020-17:17:17/1597180637.52634.jpg,-0.029693603515625
images/08-11-2020-17:17:17/1597180637.529442.jpg,-0.03265380859375
images/08-11-2020-17:17:17/1597180637.5324118.jpg,-0.040313720703125
images/08-11-2020-17:17:17/1597180637.53524.jpg,-0.042724609375
images/08-11-2020-17:17:17/1597180637.538095.jpg,-0.050079345703125
images/08-11-2020-17:17:17/1597180637.5410519.jpg,-0.05438232421875
images/08-11-2020-17:17:17/1597180637.543923.jpg,-0.057281494140625
images/08-11-2020-17:17:17/1597180637.5468018.jpg,-0.09320068359375
images/08-11-2020-17:17:17/1597180637.549645.jpg,-0.229736328125
images/08-11-2020-17:17:17/1597180637.5525079.jpg,-0.2861328125
images/08-11-2020-17:17:17/1597180637.555328.jpg,-0.34783935546875
images/08-11-2020-17:17:17/1597180637.5582001.jpg,-0.329010009765625
images/08-11-2020-17:17:17/1597180637.561024.jpg,-0.091278076171875
images/08-11-2020-17:17:17/1597180637.563901.jpg,-0.04815673828125
images/08-11-2020-17:17:17/1597180637.567323.jpg,-0.02691650390625
images/08-11-2020-17:17:17/1597180637.5708249.jpg,-0.041046142578125
images/08-11-2020-17:17:17/1597180637.574549.jpg,-0.39422607421875
images/08-11-2020-17:17:17/1597180637.5774772.jpg,-0.39422607421875
images/08-11-2020-17:17:17/1597180637.580588.jpg,-0.503173828125
images/08-11-2020-17:17:17/1597180637.5834858.jpg,-0.640411376953125
images/08-11-2020-17:17:17/1597180637.5866141.jpg,-0.65960693359375
images/08-11-2020-17:17:17/1597180637.589546.jpg,-0.4000244140625
images/08-11-2020-17:17:17/1597180637.592503.jpg,-0.09417724609375
images/08-11-2020-17:17:17/1597180637.595406.jpg,-0.070556640625
images/08-11-2020-17:17:17/1597180637.598312.jpg,-0.03082275390625
images/08-11-2020-17:17:17/1597180637.601185.jpg,-0.0025634765625
images/08-11-2020-17:17:17/1597180637.604077.jpg,0.004547119140625
images/08-11-2020-17:17:17/1597180637.606954.jpg,0.012603759765625
images/08-11-2020-17:17:17/1597180637.609789.jpg,0.0029296875
images/08-11-2020-17:17:17/1597180637.612858.jpg,-0.00286865234375
images/08-11-2020-17:17:17/1597180637.6157582.jpg,-0.00897216796875
images/08-11-2020-17:17:17/1597180637.618603.jpg,-0.01446533203125
images/08-11-2020-17:17:17/1597180637.621563.jpg,-0.01446533203125
images/08-11-2020-17:17:17/1597180637.624647.jpg,-0.016448974609375
images/08-11-2020-17:17:17/1597180637.6276171.jpg,-0.022979736328125
images/08-11-2020-17:17:17/1597180637.6305542.jpg,-0.02587890625
images/08-11-2020-17:17:17/1597180637.633418.jpg,-0.028106689453125
images/08-11-2020-17:17:17/1597180637.636235.jpg,-0.0303955078125
images/08-11-2020-17:17:17/1597180637.639049.jpg,-0.0303955078125
images/08-11-2020-17:17:17/1597180637.641899.jpg,-0.0303955078125
images/08-11-2020-17:17:17/1597180637.644934.jpg,-0.0303955078125
images/08-11-2020-17:17:17/1597180637.647774.jpg,-0.0303955078125
images/08-11-2020-17:17:17/1597180637.6505768.jpg,-0.0303955078125
images/08-11-2020-17:17:17/1597180637.653436.jpg,-0.037353515625
images/08-11-2020-17:17:17/1597180637.6562822.jpg,-0.050750732421875
images/08-11-2020-17:17:17/1597180637.6591601.jpg,-0.340484619140625
images/08-11-2020-17:17:17/1597180637.662118.jpg,-0.5863037109375
images/08-11-2020-17:17:17/1597180637.66497.jpg,-0.638916015625
images/08-11-2020-17:17:17/1597180637.667847.jpg,-0.67120361328125
images/08-11-2020-17:17:17/1597180637.6707132.jpg,-0.67938232421875
images/08-11-2020-17:17:17/1597180637.6735811.jpg,-0.687408447265625
images/08-11-2020-17:17:17/1597180637.6765382.jpg,-0.6895751953125
images/08-11-2020-17:17:17/1597180637.6794171.jpg,-0.691558837890625
images/08-11-2020-17:17:17/1597180637.682243.jpg,-0.68255615234375
images/08-11-2020-17:17:17/1597180637.685075.jpg,-0.651397705078125
images/08-11-2020-17:17:17/1597180637.687948.jpg,-0.651397705078125
images/08-11-2020-17:17:17/1597180637.690859.jpg,-0.618927001953125
images/08-11-2020-17:17:17/1597180637.693702.jpg,-0.5198974609375
images/08-11-2020-17:17:17/1597180637.696506.jpg,-0.273284912109375
images/08-11-2020-17:17:17/1597180637.699389.jpg,-0.04351806640625
images/08-11-2020-17:17:17/1597180637.70224.jpg,-0.040069580078125
images/08-11-2020-17:17:17/1597180637.705109.jpg,-0.0367431640625
images/08-11-2020-17:17:17/1597180637.7079942.jpg,-0.027740478515625
images/08-11-2020-17:17:17/1597180637.710922.jpg,-0.0205078125
images/08-11-2020-17:17:17/1597180637.7138162.jpg,-0.0205078125
images/08-11-2020-17:17:17/1597180637.716651.jpg,-0.012603759765625
images/08-11-2020-17:17:17/1597180637.719506.jpg,0.00262451171875
images/08-11-2020-17:17:17/1597180637.722368.jpg,0.00750732421875
images/08-11-2020-17:17:17/1597180637.725249.jpg,0.015716552734375
images/08-11-2020-17:17:17/1597180637.728181.jpg,0.0257568359375
images/08-11-2020-17:17:17/1597180637.731044.jpg,0.032989501953125
images/08-11-2020-17:17:17/1597180637.733887.jpg,0.041107177734375
images/08-11-2020-17:17:17/1597180637.736793.jpg,0.04827880859375
images/08-11-2020-17:17:17/1597180637.7396638.jpg,0.04827880859375
